Statut & inventaire des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
Type d'immobilisation :;Section analystique :;Statut :;Type de demande de modification du fichier des immobilisations :;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables immatriculables (IMA);7500;Cmd en cours;Mise en service immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
immo inventoriables dénombrable (DEN);7510;Cmd réceptionné - Attente de mise en service;Cession - Vente de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
Immo Analysables (VAL) ;7520;Mise en service;Mise au rebut de l'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;7540;Perdu;Transfert d'immobilisation;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Rebuté;-;;;;;;;;;;;;;;;;;;;;;;;;
-;-;Vendu;-;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;
N°CAB;"Code Projet
(CAPEX)";"N° d'immo / 
Nom fond de dossier";Type d'immo;Fournisseur;Code article;Désignation;Description;N° de série;No CMD;Section analytique;Zone;Localisation;Qté;PU;Montant Cde dans la devise de transaction;Date OA;Date livr.;Date mise en service;Date sortie;Statut;BL;Facture;Type de demande de modification du fichier des immobilisations :;Decription du code projet;Propriétaire;Immatriculé ?;Colonne1
Z21191;23017774;Z21191_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21192;23017774;Z21192_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21193;23017774;Z21193_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21194;23017774;Z21194_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21195;23017774;Z21195_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21196;23017774;Z21196_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21197;23017774;Z21197_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21198;23017774;Z21198_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21199;23017774;Z21199_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21200;23017774;Z21200_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21201;23017774;Z21201_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z20956;23017478;Z20956_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;JATTI;PRO;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z20957;23017478;Z20957_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;TOUZANI;SUPPORT;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z20958;23017478;Z20958_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;IT;IT;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z20959;23017478;Z20959_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;IT;IT;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z20960;23017478;Z20960_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;IT;IT;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z20961;23017478;Z20961_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;IT;IT;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z20962;23017478;Z20962_23017478_5041779;immo inventoriables immatriculables (IMA);MICRODATA;;Dell Latitude 5440 XCTO Base;;;5041779;;IT;IT;1,00;9855,00;;02/05/2023;26/06/2023;;;;;;;7 Laptop;;;
Z21202;23017774;Z21202_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21203;23017774;Z21203_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21204;23017774;Z21204_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21205;23017774;Z21205_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z20967;23017393;Z20967_23017393_5042220;immo inventoriables dénombrable (DEN);ALPHA ELECTRONIC;;BUSE WELLER ND 15-T0058736841N;;;5042220;;MRO;Atelier MRO;1,00;957,00;;10/05/2023;31/12/5999;;;;;;;Projet MRO. Manuf eqt;;;
Z20968;23017393;Z20968_23017393_5042220;immo inventoriables dénombrable (DEN);ALPHA ELECTRONIC;;BUSE WELLER NQ15 -T0058736838N;;;5042220;;MRO;Atelier MRO;1,00;1062,00;;10/05/2023;08/08/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20969;23017393;Z20969_23017393_5042220;immo inventoriables immatriculables (IMA);ALPHA ELECTRONIC;;PANTOGRAPHE WELLER -T0053316599;;;5042220;;MRO;Atelier MRO;1,00;23940,00;;10/05/2023;08/08/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20970;23017580;Z20970_23017580_5042843;immo inventoriables immatriculables (IMA);ATOS IT SERVICES SARL;;CONTROLLER DD6400 NFS CIFS (powerprotect dd6400-emea);;;5042843;;;;1,00;230683,00;;22/05/2023;26/09/2023;;;;;;;Baie de stockage / Server back up;;;
Z20971;23017580;Z20971_23017580_5042843;immo inventoriables immatriculables (IMA);ATOS IT SERVICES SARL;;DD SOFTWARE BASE-VP (REQUIRED SOFTWARE-EMEA);;;5042843;;;;1,00;292571,00;;22/05/2023;26/09/2023;;;;;;;Baie de stockage / Server back up;;;
Z20972;23017580;Z20972_23017580_5042843;immo inventoriables immatriculables (IMA);ATOS IT SERVICES SARL;;DD SOFTWARE BASE-VP (REQUIRED CT SOFTWARE-EMEA);;;5042843;;;;1,00;9,22;;22/05/2023;26/09/2023;;;;;;;Baie de stockage / Server back up;;;
Z20973;23017579;Z20973_23017579_5043126;Immo Analysables (VAL) ;HIMBER TECHNOLOGIES;;ETUDE MECANIQUE -MACHINE USINAGE DUAL 4;;;5043126;;;;1,00;25000,00;;25/05/2023;31/12/5999;;;En cours de réception;;;;Etude axe amélioration DUAL4;;;
Z21206;23017774;Z21206_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z20975;23017393;Z20975_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;Station de soudage Metcal MX-500S REF 860-0150;;;5043738;;Cave;Cave;1,00;519,89;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20976;23017393;Z20976_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;KIT DE DESSOUDAGE REF 393-894;;;5043738;;Cave;Cave;1,00;316,20;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20977;23017393;Z20977_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;LAMPE LOUPE REF 247-5581;;;5043738;;MRO;Atelier MRO;1,00;225,04;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20978;23017393;Z20978_23017393_5043738;immo inventoriables dénombrable (DEN);RS COMPONENTS SAS;;KIT ESD REF 123-5615;;;5043738;;Cave;Cave;3,00;60,27;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20979;23017393;Z20979_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;STATION DE SOUDAGE METCAL PS-900 REF RS 456-018;;;5043738;;Cave;Cave;1,00;236,75;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20980;23017393;_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;Station de soudage Metcal MX-500S REF 860-0150;;;5043738;;MRO;Atelier MRO;1,00;519,89;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20981;23017393;_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;KIT DE DESSOUDAGE REF 393-894;;;5043738;;Cave;Cave;1,00;316,20;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20982;23017393;_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;LAMPE LOUPE REF 247-5581;;;5043738;;MRO;Atelier MRO;1,00;225,04;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20983;23017393;_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;Station de soudage Metcal MX-500S REF 860-0150;;;5043738;;MRO;Atelier MRO;1,00;519,89;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20984;23017393;_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;KIT DE DESSOUDAGE REF 393-894;;;5043738;;Cave;Cave;1,00;316,20;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20985;23017393;_23017393_5043738;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;LAMPE LOUPE REF 247-5581;;;5043738;;MRO;Atelier MRO;1,00;225,04;;06/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20986;23017393;Z20986_23017393_5044218;immo inventoriables immatriculables (IMA);SMEF;;JAUGE DE PROFONDEUR NUMERIQUE 150;;;5044218;;;;1,00;1054,00;;12/06/2023;05/09/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z21207;23017774;Z21207_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21208;23017774;Z21208_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21209;23017774;Z21209_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21210;23017774;Z21210_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21211;23017774;Z21211_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21212;23017774;Z21212_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21213;23017774;Z21213_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z21214;23017774;Z21214_23017774_5050074;immo inventoriables immatriculables (IMA);MULTEK SARL AU;;fourniture des armatures LED 150W 6500K SAVYALIGHT;;;5050074;;;Zone Oxy + Raize;1,00;878,00;;07/09/2023;02/10/2023;;;;;;;Salle Grise;;;
Z20474;22016203;Z20474_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;CLAVIER A DISTANCE AVEC AFFICHEUR LCD ALPHANUMERIQUE;;;5027118;;;Poste de garde 1;1,00;858,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20998;23017761;Z20998_23017761_5044347;immo inventoriables dénombrable (DEN);TELEM;;Bloc de secours;;;5044347;;;Duct;1,00;858,00;;14/06/2023;26/06/2023;;;;;;;Système détection incendie atelier chaudronnerie DUCT;;;
Z21010;23017761;_23017761_5044347;immo inventoriables dénombrable (DEN);TELEM;;Bloc de secours;;;5044347;;;Duct;1,00;858,00;;14/06/2023;26/06/2023;;;;;;;Système détection incendie atelier chaudronnerie DUCT;;;
Z20990;23017760;Z20990_23017760_5044220;immo inventoriables immatriculables (IMA);TESM;;Pose et fourniture  miroirs de Longueur 3m Largeur 1m;;;5044220;;;Toilettes atelier;1,00;850,00;;12/06/2023;06/07/2023;;;;;;;Remplacement sanitaire atelier;;;
Z20995;23017760;_23017760_5044220;immo inventoriables immatriculables (IMA);TESM;;Pose et fourniture  miroirs de Longueur 3m Largeur 1m;;;5044220;;;Toilettes atelier;1,00;850,00;;12/06/2023;06/07/2023;;;;;;;Remplacement sanitaire atelier;;;
Z21043;23017393;Z21043_23017393_5045161;immo inventoriables dénombrable (DEN);MULTEK SARL AU;;Accessoires de câblage et raccordement;;;5045161;;;;1,00;800,00;;27/06/2023;25/07/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20467;22016203;Z20467_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20475;22016203;Z20475_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20476;22016203;Z20476_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20477;22016203;Z20477_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20478;22016203;Z20478_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20479;22016203;Z20479_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20480;22016203;Z20480_22016203_5027118;immo inventoriables immatriculables (IMA);TELEM;;SIRENE D'EXTERIEURE BLANCHE;;;5027118;;;Porte de secours;1,00;786,00;;18/10/2022;19/12/2022;;;;;;;"Sûreté : Elevation clôture site
Sûreté : Système intrusion issu de secours.
Sûreté : bareaudage site";;;
Z20183;20012753;Z20183_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z20184;20012753;Z20184_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z20185;20012753;Z20185_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z20186;20012753;Z20186_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z20187;20012753;Z20187_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z21013;23017763;Z21013_23017763_5044374;immo inventoriables immatriculables (IMA);MICRODATA;;EPSON EB-W06 WXGA;;;5044374;;salle Tiznite;admin;1,00;5300,00;;14/06/2023;31/12/5999;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21014;23017763;Z21014_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;RH;RH;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21015;23017763;Z21015_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;QUALITE;QUALITE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21016;23017763;Z21016_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;ABDELAZIZ;SUPPORT;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21017;23017763;Z21017_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;TOUZANI;SUPPORT;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21018;23017763;Z21018_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;HICHAM;PRO;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21019;23017763;Z21019_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;ECOLE;QUALITE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21020;23017763;Z21020_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21021;23017763;Z21021_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21022;23017763;Z21022_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21023;23017763;Z21023_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21024;23017763;Z21024_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21025;23017763;Z21025_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21026;23017763;Z21026_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21027;23017763;Z21027_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21028;23017763;Z21028_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;BE;BE;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21029;23017763;Z21029_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;IT;IT;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21030;23017763;Z21030_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;IT;IT;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21031;23017763;Z21031_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;IT;IT;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21032;23017763;Z21032_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;IT;IT;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z21033;23017763;Z21033_23017763_5044375;immo inventoriables immatriculables (IMA);VALYOU SARL;;JABRA 23089-999-979;;;5044375;;RH;RH;1,00;859,00;;14/06/2023;10/08/2023;;;;;;;Casque Jabra+Vidéo projecteur;;;
Z20188;20012753;Z20188_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z21035;23017581;Z21035_23017581_5044557;Immo Analysables (VAL) ;SCC FRANCE;;LICENCE NETBACKUP;;;5044557;;;;1,00;18795,12;;16/06/2023;02/10/2023;;;;;;;Licence NETBACK - Logiciel de gestion BACK UP DATA DOMAIN;;;
Z21036;23017393;Z21036_23017393_5044884;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;ZERA SMOG EL KIT REF 1000147;;;5044884;;MRO;Atelier MRO;1,00;653,65;;22/06/2023;29/08/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z21037;23017393;Z21037_23017393_5044884;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;PISTOLET A DESSOUDER STATION MX-500DS;;;5044884;;MRO;Atelier MRO;1,00;347,92;;22/06/2023;29/08/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z21038;23017393;_23017393_5044884;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;ZERA SMOG EL KIT REF 1000147;;;5044884;;MRO;Atelier MRO;1,00;653,65;;22/06/2023;29/08/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z21039;23017393;_23017393_5044884;immo inventoriables immatriculables (IMA);RS COMPONENTS SAS;;PISTOLET A DESSOUDER STATION MX-500DS;;;5044884;;MRO;Atelier MRO;1,00;347,92;;22/06/2023;29/08/2023;;;;;;;Projet MRO. Manuf eqt;;;
Z20189;20012753;Z20189_20012753_5005955;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005955;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z20190;20012019;Z20190_20012019_5005956;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005956;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
Z20192;20012019;Z20192_20012019_5005956;immo inventoriables immatriculables (IMA);SOCIETE CONSTRUCTION BENHORI;;ARMATURE LED;;;5005956;;;Zone Log + Atelier + bureaux;1,00;785,00;;03/12/2021;21/12/2021;;;;;;;#N/A;;;
